,App,Category,Rating,Reviews,Size,Label,Paid,Price,Last Updated,Adults only 18+,Everyone,Everyone 10+,Mature 17+,Teen,Unrated
7006,"3D Color by Number: Voxel, Unicorn, Pixel Art 3D",FAMILY,4.3,2017,0,2,0,0.0,2018-02-16,False,True,False,False,False,False
5443,3D Holograms Joke,FAMILY,2.9,31596,31000,2,0,0.0,2016-12-23,False,False,False,False,True,False
5438,3D Tennis,SPORTS,4.2,1008012,13000,2,0,0.0,2017-12-05,False,True,False,False,False,False
9035,3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,FAMILY,4.2,449,56000,1,0,0.0,2018-02-16,False,False,False,False,True,False
9098,3G DZ Configuration,COMMUNICATION,4.3,488,25000,1,0,0.0,2015-11-19,False,True,False,False,False,False
9130,3G to 4G Converter - Simulator,TOOLS,4.2,268,24000,1,0,0.0,2018-02-21,False,True,False,False,False,False
9099,3G/4G Config Dz,TOOLS,4.2,2058,23000,2,0,0.0,2017-05-15,False,True,False,False,False,False
3927,4 in a row,GAME,4.3,47698,41000,2,0,0.0,2016-04-12,False,True,False,False,False,False
10492,4 x4 Offroad SUV 3D Truck Simulator Driving 2017,FAMILY,4.4,32,37000,0,0,0.0,2017-12-06,False,True,False,False,False,False
8971,4K VIDEO PLAYER ULTRA HD,VIDEO PLAYERS,3.7,20,24000,0,0,0.0,2017-05-01,False,True,False,False,False,False
10711,4x4 Jeep Racer,GAME,4.1,7279,54000,2,0,0.0,2018-03-09,False,True,False,False,False,False
2403,5 Minute Veterinary Consult: Canine & Feline,MEDICAL,2.3,17,68000,0,0,0.0,2018-03-29,False,True,False,False,False,False
5647,5 Nights at Cube Pizzeria City,GAME,3.8,2691,52000,2,0,0.0,2017-02-22,False,False,False,False,True,False
2373,5-Minute Clinical Consult,MEDICAL,4.1,84,61000,1,0,0.0,2017-12-11,False,True,False,False,False,False
1224,50 Healthy Slow Cooker Recipes,FOOD AND DRINK,4.0,196,90000,1,0,0.0,2017-02-17,False,False,True,False,False,False
5475,500 AP World History Questions,FAMILY,4.7,7,12000,0,1,9.99,2013-11-01,False,True,False,False,False,False
1652,7 Day Food Journal Challenge,LIFESTYLE,4.5,3346,14000,2,0,0.0,2017-03-08,False,False,False,False,True,False
3497,7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,43000,2,0,0.0,2015-12-19,False,True,False,False,False,False
4883,7 minute abs workout - Daily Ab Workout,HEALTH AND FITNESS,4.8,527,23000,2,0,0.0,2018-03-30,False,True,False,False,False,False
3078,850 Sports News Digest,SPORTS,4.6,539,0,1,0,0.0,2016-08-23,False,True,False,False,False,False
1210,9th stage,FOOD AND DRINK,4.5,454,16000,2,0,0.0,2018-03-28,False,True,False,False,False,False
3873,A Call From Santa Claus!,FAMILY,3.9,3720,11000,2,0,0.0,2016-12-04,False,True,False,False,False,False
2301,A Manual of Acupuncture,MEDICAL,3.5,214,68000,0,1,33.99,2017-10-02,False,True,False,False,False,False
3875,A Word A Day,FAMILY,3.7,2398,29000,2,0,0.0,2017-01-05,False,True,False,False,False,False
592,A hundred,DATING,4.1,236,88000,1,0,0.0,2018-03-29,False,False,False,True,False,False
5828,A-Y Collection,SHOPPING,5.0,2,29000,0,0,0.0,2018-02-16,False,False,False,False,True,False
5875,A-Z App Store,PRODUCTIVITY,3.2,2728,44000,2,0,0.0,2016-10-05,False,True,False,False,False,False
4908,A/C Air Conditioner Remote,TOOLS,3.4,7816,51000,2,0,0.0,2016-07-30,False,True,False,False,False,False
4925,A/C REFRIGERANT CAPACITY,BUSINESS,1.7,84,21000,1,0,0.0,2014-10-28,False,True,False,False,False,False
4919,A/C Universal Remote Control,TOOLS,3.1,3263,30000,2,0,0.0,2017-05-16,False,True,False,False,False,False
4175,A41 WatchFace for Android Wear Smart Watch,LIFESTYLE,4.5,231,57000,0,1,0.99,2017-12-24,False,True,False,False,False,False
4879,AB Crush Match 3,FAMILY,4.3,96,54000,1,0,0.0,2017-02-23,False,True,False,False,False,False
4867,AB Mobile App,HEALTH AND FITNESS,3.4,2105,82000,2,0,0.0,2017-08-21,False,True,False,False,False,False
4865,AB Repeat Player,VIDEO PLAYERS,4.3,1628,18000,2,0,0.0,2018-03-06,False,True,False,False,False,False
4887,AB Screen Recorder,TOOLS,4.2,533,50000,1,0,0.0,2017-10-02,False,True,False,False,False,False
729,ABC Preschool Free,EDUCATION,3.8,27572,25000,2,0,0.0,2017-10-25,False,True,False,False,False,False
4940,"AC & TV, DVD, Set Top Box - Remote control IR",TOOLS,3.6,3632,32000,2,0,0.0,2017-11-13,False,True,False,False,False,False
4915,"AC Air condition Troubleshoot,Repair,Maintenance",BOOKS AND REFERENCE,4.2,27,31000,0,0,0.0,2018-02-07,False,True,False,False,False,False
8287,AC DC Power Monitor,LIFESTYLE,5.0,1,12000,0,1,3.04,2016-05-29,False,True,False,False,False,False
4932,AC Mobile Control,HOUSE AND HOME,3.4,1450,97000,2,0,0.0,2013-11-05,False,True,False,False,False,False
4905,AC REMOTE UNIVERSAL-PRO,FAMILY,1.6,402,17000,2,0,0.0,2015-12-11,False,True,False,False,False,False
4902,AC Remote Control,TOOLS,3.3,472,20000,2,0,0.0,2017-10-17,False,True,False,False,False,False
4929,AC Remote Control Simulator,FAMILY,3.3,353,23000,2,0,0.0,2017-12-04,False,True,False,False,False,False
4933,AC Remote For LG,TOOLS,3.0,1298,34000,2,0,0.0,2018-02-20,False,True,False,False,False,False
4911,AC Troubleshooter,TOOLS,4.7,147,42000,1,0,0.0,2015-01-08,False,True,False,False,False,False
4914,AC remote control mobile,TOOLS,3.9,3043,77000,2,0,0.0,2017-06-02,False,True,False,False,False,False
8211,ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,45000,0,1,8.99,2016-11-03,False,True,False,False,False,False
8046,ACTIVEON CX & CX GOLD,VIDEO PLAYERS,3.3,439,35000,1,0,0.0,2016-03-04,False,True,False,False,False,False
4214,ADMIRALTY H-Note,BUSINESS,4.5,176,19000,1,0,0.0,2016-10-25,False,True,False,False,False,False
3440,ADW Launcher 2,PERSONALIZATION,4.3,181399,0,2,0,0.0,2017-12-08,False,True,False,False,False,False
10036,ADWLauncher 1 EX,PERSONALIZATION,4.3,28728,28000,2,1,2.49,2013-07-27,False,True,False,False,False,False
5014,AE 3D MOTOR :Racing Games Free,GAME,4.2,74902,0,2,0,0.0,2016-08-26,False,True,False,False,False,False
5018,AE 3D Moto 3,GAME,3.9,2588,26000,2,0,0.0,2014-12-31,False,False,True,False,False,False
5030,AE Air Hockey,SPORTS,3.8,926,76000,1,0,0.0,2013-08-01,False,True,False,False,False,False
5021,AE Angry Chef,GAME,4.1,533,39000,1,0,0.0,2014-01-24,False,False,True,False,False,False
5009,AE Archer,SPORTS,3.9,8638,0,2,0,0.0,2015-09-02,False,True,False,False,False,False
4998,AE Basketball,SPORTS,4.0,8100,0,2,0,0.0,2013-11-20,False,True,False,False,False,False
4999,AE Bingo: Offline Bingo Games,GAME,4.4,61746,0,2,0,0.0,2016-09-30,False,False,False,False,True,False
5010,AE Blackjack,GAME,4.0,1417,17000,2,0,0.0,2015-11-27,False,False,False,False,True,False
4997,AE Bubble:Offline Bubble Games,FAMILY,4.2,6973,0,2,0,0.0,2017-10-20,False,True,False,False,False,False
5035,AE Checkout Plugin,SHOPPING,3.8,208,78,1,0,0.0,2015-02-11,False,True,False,False,False,False
5002,AE Coin Mania : Arcade Fun,GAME,4.3,30002,29000,2,0,0.0,2018-02-08,False,False,False,False,True,False
5032,AE Fishing Hunter,GAME,4.4,14,66000,0,0,0.0,2016-03-15,False,True,False,False,False,False
5019,AE FreeCell,GAME,4.2,358,15000,1,0,0.0,2014-11-06,False,True,False,False,False,False
5017,AE GTO Racing,GAME,3.9,6988,35000,2,0,0.0,2015-09-24,False,False,True,False,False,False
5015,AE Garage,AUTO AND VEHICLES,4.4,64,66000,0,0,0.0,2017-06-27,False,True,False,False,False,False
5011,AE Gun Ball: arcade ball games,GAME,3.7,8581,12000,2,0,0.0,2013-12-13,False,True,False,False,False,False
5000,AE Jewels,GAME,4.2,960,18000,1,0,0.0,2015-08-20,False,True,False,False,False,False
4996,AE Jewels 2: Island Adventures,GAME,4.2,652,30000,1,0,0.0,2016-02-24,False,True,False,False,False,False
5006,AE Lucky Fishing,GAME,4.3,18277,17000,2,0,0.0,2016-03-14,False,False,False,False,True,False
5027,AE Master Moto,GAME,4.0,17876,37000,2,0,0.0,2015-12-10,False,True,False,False,False,False
5012,AE Order,TOOLS,4.1,19,317,0,0,0.0,2013-11-12,False,True,False,False,False,False
5003,AE Roundy POP,FAMILY,4.4,5262,26000,2,0,0.0,2016-03-23,False,True,False,False,False,False
5008,AE Solitaire,GAME,4.3,1776,26000,1,0,0.0,2018-01-04,False,True,False,False,False,False
5001,AE Spider Solitaire,GAME,4.5,17263,0,2,0,0.0,2017-06-07,False,True,False,False,False,False
4994,AE Sudoku,FAMILY,4.3,2171,12000,2,0,0.0,2015-07-29,False,True,False,False,False,False
5007,AE Video Poker,GAME,4.0,721,18000,1,0,0.0,2015-12-31,False,False,False,False,True,False
3659,AEMET's time,WEATHER,3.8,15966,92000,2,0,0.0,2017-07-17,False,True,False,False,False,False
5041,AF Comics Reader - Free,COMICS,2.8,5,41000,0,0,0.0,2017-11-10,False,True,False,False,False,False
5046,AF-STROKE (FREE),MEDICAL,4.5,93,924,1,0,0.0,2013-01-25,False,False,False,False,True,False
5085,AG Drive 3D,GAME,3.8,164,22000,1,0,0.0,2015-03-20,False,True,False,False,False,False
5129,AG Track,TOOLS,4.1,12,87000,0,0,0.0,2018-03-23,False,True,False,False,False,False
5144,AH Alarm Panel,TOOLS,3.9,7,81,0,1,4.99,2011-05-12,False,True,False,False,False,False
5133,AH Connect (Adventist Health),HEALTH AND FITNESS,3.4,5,59000,0,0,0.0,2018-01-23,False,True,False,False,False,False
5138,AH Kollection for KLWP,PERSONALIZATION,4.6,644,59000,1,0,0.0,2017-04-30,False,True,False,False,False,False
5158,AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,86000,2,0,0.0,2018-02-16,False,False,False,False,True,False
5230,AJ Cam,PHOTOGRAPHY,5.0,44,28000,0,0,0.0,2018-01-23,False,True,False,False,False,False
5224,AJ Jump: Animal Jam Kangaroos!,GAME,4.4,2975,42000,1,1,1.99,2016-03-07,False,True,False,False,False,False
5251,AJ Men's Grooming,LIFESTYLE,5.0,2,22000,0,0,0.0,2017-08-28,False,True,False,False,False,False
5235,AJ Official,FAMILY,4.6,31,73000,0,0,0.0,2017-05-03,False,True,False,False,False,False
5248,AJ Percent Off Calculator,SHOPPING,4.4,134,45,1,0,0.0,2013-06-04,False,True,False,False,False,False
5268,AJ Rafael Music Lessons,FAMILY,5.0,1,82000,0,0,0.0,2017-11-29,False,True,False,False,False,False
5258,AJ Styles Wallpaper 2018 - AJ Styles HD Wallpaper,ART AND DESIGN,4.0,18,36000,0,0,0.0,2018-03-22,False,True,False,False,False,False
5284,AK 47 Guns Wallpaper,PERSONALIZATION,4.2,322,68000,1,0,0.0,2017-05-29,False,True,False,False,False,False
5299,AK 47 Lock Screen,PERSONALIZATION,4.6,5,88000,0,0,0.0,2018-02-11,False,False,False,True,False,False
5308,AK Lodi Films,VIDEO PLAYERS,4.9,23,21000,0,0,0.0,2015-08-11,False,True,False,False,False,False
5311,AK Math Coach,FAMILY,3.6,283,18000,1,0,0.0,2015-05-19,False,True,False,False,False,False
5304,AK Phone,COMMUNICATION,4.4,9,42000,0,0,0.0,2017-05-29,False,True,False,False,False,False
5285,AK-47 3D,GAME,3.7,91,24000,1,0,0.0,2016-12-25,False,True,False,False,False,False
5282,AK-47 Assault Rifle,FAMILY,3.7,165,25000,1,0,0.0,2015-04-26,False,False,False,False,True,False
5275,AK-47 Sounds,FAMILY,3.9,656,29000,2,0,0.0,2016-09-14,False,False,True,False,False,False
5273,AK-47: Simulator and Shooting,FAMILY,4.0,345,14000,2,0,0.0,2016-11-11,False,False,True,False,False,False
5295,AK47 Assault Rifle,TOOLS,3.9,54,28000,1,0,0.0,2015-05-02,False,True,False,False,False,False
5331,AL Voice Recorder,PRODUCTIVITY,3.6,4832,24000,2,0,0.0,2016-11-22,False,True,False,False,False,False
481,AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17000,0,1,7.99,2017-01-21,False,False,False,True,False,False
5404,AO Player,EVENTS,4.0,9,33000,0,0,0.0,2017-12-20,False,True,False,False,False,False
5401,AO Surgery Reference,MEDICAL,4.7,2570,38000,2,0,0.0,2017-05-10,False,True,False,False,False,False
5454,AP App for Android™,NEWS AND MAGAZINES,3.6,188,99000,1,0,0.0,2016-05-12,False,True,False,False,False,False
5489,AP Art History Flashcards,FAMILY,5.0,1,96000,0,1,29.99,2016-01-19,False,False,False,True,False,False
5473,AP Biology Study Guide + Quiz,FAMILY,4.4,105,90000,1,0,0.0,2016-03-22,False,True,False,False,False,False
5993,AP Calculus BC Practice Test,FAMILY,4.2,4,29000,0,0,0.0,2018-01-25,False,True,False,False,False,False
5449,AP ENPS Mobile,PRODUCTIVITY,4.1,22,545,0,0,0.0,2016-03-08,False,True,False,False,False,False
5469,AP Flashcards,FAMILY,3.7,88,41000,1,0,0.0,2015-08-30,False,True,False,False,False,False
5465,AP Government Review,FAMILY,4.7,3,15000,0,1,2.99,2017-03-14,False,True,False,False,False,False
5453,AP Manager,TOOLS,4.0,177,28000,1,0,0.0,2015-05-04,False,True,False,False,False,False
5485,AP Math & Computer Science,FAMILY,3.7,37,95000,0,0,0.0,2015-07-19,False,True,False,False,False,False
5452,AP Mobile,FAMILY,4.6,117,13000,1,0,0.0,2017-11-21,False,True,False,False,False,False
3791,AP Mobile - Breaking News,NEWS AND MAGAZINES,4.5,76677,46000,2,0,0.0,2017-05-25,False,False,True,False,False,False
5458,AP Planner,FAMILY,2.9,45,13000,0,0,0.0,2015-08-03,False,True,False,False,False,False
9244,AP Stamps and Registration,BOOKS AND REFERENCE,3.4,82,27000,1,0,0.0,2018-03-27,False,True,False,False,False,False
5476,AP Themes for Kustom/KLWP,PERSONALIZATION,3.6,5,45000,0,1,1.49,2017-09-01,False,True,False,False,False,False
10281,APOEL FC,SPORTS,4.6,688,0,1,0,0.0,2015-01-07,False,True,False,False,False,False
5450,AP® Guide,FAMILY,5.0,3,21000,0,0,0.0,2017-07-31,False,True,False,False,False,False
5503,AQ Aspergers Test,MEDICAL,3.9,265,714,1,0,0.0,2015-10-14,False,True,False,False,False,False
5550,AR Remote Car,FAMILY,3.2,1354,30000,2,0,0.0,2017-08-12,False,True,False,False,False,False
5572,AR Sport Cars,FAMILY,3.6,284,70000,1,0,0.0,2017-06-10,False,True,False,False,False,False
5563,AR Tank Battle,GAME,3.6,153,67000,1,0,0.0,2016-12-31,False,True,False,False,False,False
5567,AR Toybox - Augmented Reality Demos,FAMILY,3.8,20,36000,0,0,0.0,2017-08-17,False,True,False,False,False,False
5577,AS Guía de las Ligas 2017-2018,SPORTS,4.1,4374,53000,2,0,0.0,2017-09-14,False,True,False,False,False,False
2246,ASCCP Mobile,MEDICAL,4.5,63,25000,1,1,9.99,2016-10-03,False,True,False,False,False,False
3478,ASUS Calling Screen,PRODUCTIVITY,4.2,102451,0,2,0,0.0,2018-03-15,False,True,False,False,False,False
3384,ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,98000,2,0,0.0,2017-12-01,False,True,False,False,False,False
5058,ASUS PixelMaster Camera,PHOTOGRAPHY,4.4,626366,0,2,0,0.0,2016-06-29,False,True,False,False,False,False
3470,ASUS SuperNote,PRODUCTIVITY,4.5,26559,0,2,0,0.0,2017-04-14,False,True,False,False,False,False
4598,AT&T Digital Life,LIFESTYLE,4.1,10067,0,2,0,0.0,2017-12-07,False,True,False,False,False,False
4607,AT&T FamilyMap®,TOOLS,3.5,21592,25000,2,0,0.0,2017-10-24,False,True,False,False,False,False
4595,AT&T Messages for Tablet,COMMUNICATION,3.3,3044,0,2,0,0.0,2017-04-03,False,True,False,False,False,False
3124,"AT&T Navigator: Maps, Traffic",TRAVEL AND LOCAL,3.6,32862,14000,2,0,0.0,2016-12-06,False,True,False,False,False,False
4600,AT&T Smart Limits℠,LIFESTYLE,3.8,2300,0,2,0,0.0,2017-03-07,False,True,False,False,False,False
5657,AU Results - AU COE Corner,FAMILY,4.0,664,21000,2,0,0.0,2017-12-14,False,True,False,False,False,False
5670,AU Results 2017 Auzone,FAMILY,3.8,762,41000,2,0,0.0,2017-02-01,False,True,False,False,False,False
5668,AU Students Zone (Result 2016),FAMILY,4.0,97,39000,1,0,0.0,2016-07-01,False,True,False,False,False,False
5699,AV Buddy Free,FAMILY,4.1,25,47000,0,0,0.0,2017-03-08,False,True,False,False,False,False
5700,AV HD Video Player,FAMILY,3.8,6,23000,0,0,0.0,2018-01-19,False,True,False,False,False,False
5717,AV Phonetics,FAMILY,4.3,259,49000,1,0,0.0,2017-02-22,False,True,False,False,False,False
5715,AV Pro Voice Changer,FAMILY,3.5,174,56000,1,0,0.0,2016-06-29,False,True,False,False,False,False
5696,AV Tools,TOOLS,4.4,631,0,2,0,0.0,2016-09-22,False,True,False,False,False,False
5701,AV Tools Pro,TOOLS,4.3,35,0,0,1,2.49,2016-09-22,False,True,False,False,False,False
5779,AW - Le News di AndroidWorld,NEWS AND MAGAZINES,4.1,2808,0,2,0,0.0,2016-02-08,False,True,False,False,False,False
5752,AW Reader: news & apps [Dutch],NEWS AND MAGAZINES,4.1,1948,0,2,0,0.0,2018-02-22,False,True,False,False,False,False
5735,AW Screen Recorder No Root,VIDEO PLAYERS,4.3,1659,37000,2,0,0.0,2017-07-06,False,True,False,False,False,False
5738,AW Tozer Devotionals - Daily,BOOKS AND REFERENCE,4.2,8,39000,0,0,0.0,2016-10-07,False,True,False,False,False,False
5787,AX Battery Saver,FINANCE,4.6,4546,30000,2,0,0.0,2018-02-08,False,True,False,False,False,False
5784,AX Player -Nougat Video Player,VIDEO PLAYERS,4.1,15765,10000,2,0,0.0,2014-09-12,False,True,False,False,False,False
5819,AX Selfie,LIFESTYLE,4.6,10,34000,0,0,0.0,2015-08-31,False,True,False,False,False,False
5791,AX Video Player,VIDEO PLAYERS,4.4,569,26000,1,0,0.0,2015-11-11,False,True,False,False,False,False
5831,"AY Recorder - Screen Recorder, Live, Video Editor",TOOLS,4.3,12,38000,0,0,0.0,2017-05-15,False,True,False,False,False,False
5870,AZ Browser. Private & Download,COMMUNICATION,4.4,1520,52000,2,0,0.0,2016-12-31,False,True,False,False,False,False
5874,AZ Camera - Manual Pro Cam,PHOTOGRAPHY,3.4,2332,16000,2,0,0.0,2015-08-28,False,True,False,False,False,False
5878,AZ PLAYER HD,TOOLS,3.2,24,47000,1,0,0.0,2016-04-11,False,True,False,False,False,False
5872,AZ Plugin 2 (newest),LIBRARIES AND DEMO,4.2,11087,34000,2,0,0.0,2017-03-16,False,True,False,False,False,False
5901,AZ Practice Test & Questions,FAMILY,4.4,13,34000,0,0,0.0,2017-03-23,False,True,False,False,False,False
5908,AZ REMOTE CONTROL,TOOLS,2.1,149,28000,1,0,0.0,2016-03-28,False,True,False,False,False,False
5876,AZ Screen Recorder pro,TOOLS,4.0,60,37000,0,0,0.0,2018-03-19,False,True,False,False,False,False
4093,Aab e Hayat Full Novel,BOOKS AND REFERENCE,4.3,1476,41000,2,0,0.0,2017-02-21,False,True,False,False,False,False
9442,Aaj Bangla: ei samay er khobor,NEWS AND MAGAZINES,4.9,34,38000,0,0,0.0,2017-01-15,False,True,False,False,False,False
4892,Ab Workouts,HEALTH AND FITNESS,4.1,27501,70000,2,0,0.0,2018-01-05,False,True,False,False,False,False
4893,Ab Workouts - Ab Generator,HEALTH AND FITNESS,4.7,21,38000,0,0,0.0,2016-12-31,False,True,False,False,False,False
8074,Absolute RC Heli Simulator,SPORTS,3.9,654,50000,1,1,4.99,2017-12-20,False,True,False,False,False,False
4924,Ac remote control,TOOLS,3.7,822,50000,1,0,0.0,2017-02-27,False,True,False,False,False,False
4931,AcDisplay,PERSONALIZATION,4.1,66473,30000,2,0,0.0,2015-07-30,False,True,False,False,False,False
5459,Access Point Browser,TOOLS,4.2,25,25000,0,0,0.0,2017-09-22,False,True,False,False,False,False
5455,Access Point Finder,LIFESTYLE,4.0,22,25000,1,0,0.0,2016-09-06,False,True,False,False,False,False
5471,Access Point Names,COMMUNICATION,4.0,138,24000,1,0,0.0,2014-08-12,False,True,False,False,False,False
8486,Account Class-11 Solutions (D K Goel),FAMILY,4.5,663,25000,1,0,0.0,2018-02-09,False,True,False,False,False,False
8491,Account Class-12 Solutions (D K Goel) Vol-1,FAMILY,4.4,708,33000,1,0,0.0,2018-02-12,False,True,False,False,False,False
3244,Account Manager,TOOLS,4.1,76604,0,2,0,0.0,2016-07-27,False,True,False,False,False,False
5507,Accounting Quiz (AQ) Malaysia,FAMILY,5.0,25,0,0,0,0.0,2018-01-29,False,True,False,False,False,False
4729,Ace Screen Recorder w facecam,TOOLS,4.2,2447,25000,2,0,0.0,2017-12-26,False,True,False,False,False,False
9027,Across Age DX,FAMILY,3.8,5964,48000,2,0,0.0,2015-01-09,False,False,False,False,True,False
9045,Active Soccer 2 DX,SPORTS,3.6,28,48000,0,1,2.99,2017-03-28,False,True,False,False,False,False
4970,Ad Block REMOVER - NEED ROOT,TOOLS,3.3,999,91,2,0,0.0,2013-12-17,False,True,False,False,False,False
4961,Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,3.9,107,44000,1,0,0.0,2018-01-29,False,True,False,False,False,False
4943,Ad Detect Plugin - Handy Tool,PRODUCTIVITY,3.8,5107,14000,2,0,0.0,2015-12-28,False,True,False,False,False,False
4953,Ad Detector,TOOLS,3.8,208,730,1,0,0.0,2014-07-28,False,True,False,False,False,False
4973,Ad Removal: thereisonlywe,PRODUCTIVITY,3.4,16,293,0,1,6.49,2014-05-03,False,True,False,False,False,False
4977,Ad Remove Plugin for App2SD,PRODUCTIVITY,4.1,66,17,0,1,1.29,2013-09-25,False,True,False,False,False,False
4966,Ad-free Triangle Solver,FAMILY,4.5,118,24000,1,0,0.0,2015-08-20,False,True,False,False,False,False
4947,AdClear Ad blocker for Samsung,TOOLS,4.2,1586,15000,2,0,0.0,2017-09-07,False,True,False,False,False,False
4957,Adblock Fast,PRODUCTIVITY,4.1,9914,32000,2,0,0.0,2017-05-17,False,True,False,False,False,False
2952,Add Text To Photo,PHOTOGRAPHY,4.1,21578,16000,2,0,0.0,2017-09-08,False,True,False,False,False,False
5737,Add Watermark Free,PHOTOGRAPHY,4.3,18325,0,2,0,0.0,2017-09-03,False,True,False,False,False,False
4212,Add-On: Alcatel (h),PRODUCTIVITY,4.5,107,12000,1,0,0.0,2015-05-19,False,True,False,False,False,False
6632,Add-On: bq (a),PRODUCTIVITY,3.6,26,12000,0,0,0.0,2015-05-19,False,True,False,False,False,False
4950,Adguard Content Blocker,TOOLS,4.1,14491,43000,2,0,0.0,2018-02-26,False,True,False,False,False,False
8668,Adobe Fill & Sign: Easy PDF Form Filler,PRODUCTIVITY,4.3,11402,53000,2,0,0.0,2017-11-07,False,True,False,False,False,False
6071,Adobe Photoshop Fix,PHOTOGRAPHY,4.2,28390,38000,2,0,0.0,2017-07-19,False,True,False,False,False,False
533,Adult Dating - AdultFinder,DATING,3.3,1601,38000,2,0,0.0,2017-02-01,False,False,False,True,False,False
528,Adult Dirty Emojis,DATING,2.8,80,55000,1,0,0.0,2017-11-06,False,False,False,False,True,False
8512,Advanced Download Manager,TOOLS,4.5,569727,0,2,0,0.0,2017-11-03,False,True,False,False,False,False
8533,Advanced Download Manager Holo,TOOLS,4.4,16192,16000,2,0,0.0,2016-07-13,False,True,False,False,False,False
8511,Advanced Download Manager Pro,TOOLS,4.7,6505,20000,1,1,2.99,2017-11-03,False,True,False,False,False,False
10051,Advanced EX for FIAT,TOOLS,3.5,138,141,0,1,4.99,2015-03-05,False,True,False,False,False,False
10041,Advanced EX for HYUNDAI,TOOLS,2.7,168,170,0,1,4.99,2015-03-14,False,True,False,False,False,False
10047,Advanced EX for KIA,TOOLS,3.3,257,160,0,1,4.99,2015-03-14,False,True,False,False,False,False
10046,Advanced EX for MITSUBISHI,TOOLS,2.9,33,141,0,1,4.99,2015-08-21,False,True,False,False,False,False
10050,Advanced EX for NISSAN,TOOLS,2.9,164,144,0,1,4.99,2015-03-14,False,True,False,False,False,False
10052,Advanced EX for RENAULT,TOOLS,2.8,130,143,0,1,4.99,2015-03-14,False,True,False,False,False,False
